deviceID,seconds,beaconID,rssi
03,27870,bcn3-5,-72
03,27900,bcn3-1,-69
03,27930,bcn3-5,-61
03,27960,bcn3-5,-70
03,27990,bcn3-4,-70
03,28020,bcn3-5,-71
03,28050,bcn3-5,-59
03,28080,bcn3-1,-73
03,28110,bcn3-5,-63
03,28140,bcn3-5,-58
03,28170,bcn3-5,-61
03,28200,bcn3-5,-67
03,28230,bcn3-5,-67
03,28260,bcn3-5,-60
03,28290,bcn3-5,-63
03,28320,bcn3-5,-58
03,28350,bcn3-5,-67
03,28380,bcn3-5,-64
03,28410,bcn3-5,-58
03,28440,bcn3-5,-62
03,28470,bcn3-5,-61
03,28500,bcn3-5,-65
03,28530,bcn3-9,-76
03,28560,bcn3-5,-62
03,28590,bcn3-5,-76
03,28620,bcn3-5,-61
03,28650,bcn3-5,-61
03,28680,bcn3-1,-74
03,28710,bcn3-5,-62
03,28740,bcn3-5,-66
03,28770,bcn3-5,-60
03,28800,bcn3-5,-62
03,28830,bcn3-5,-60
03,28860,bcn3-5,-67
03,28890,bcn3-5,-59
03,28920,bcn3-5,-62
03,28950,bcn3-5,-66
03,28980,bcn3-5,-58
03,29010,bcn3-5,-70
03,29040,bcn3-3,-75
03,29070,bcn3-5,-69
03,29100,bcn3-5,-71
03,29130,bcn3-5,-60
03,29160,bcn3-5,-60
03,29190,bcn3-5,-66
03,29220,bcn3-5,-69
03,29250,bcn3-5,-61
03,29280,bcn3-5,-59
03,29310,bcn3-5,-61
03,29340,bcn3-5,-54
03,29370,bcn3-5,-59
03,29400,bcn3-5,-63
03,29430,bcn3-5,-62
03,29460,bcn3-5,-60
03,29490,bcn3-4,-70
03,29520,bcn3-2,-71
03,29550,bcn3-3,-72
03,29580,bcn3-1,-73
03,29610,bcn3-5,-76
03,29640,bcn3-5,-66
03,29670,bcn3-5,-57
03,29700,bcn3-5,-68
03,29730,bcn3-5,-64
03,29760,bcn3-5,-66
03,29790,bcn3-5,-70
03,29820,bcn3-5,-56
03,29850,bcn3-5,-61
03,29880,bcn3-5,-65
03,29910,bcn3-5,-54
03,29940,bcn3-5,-61
03,29970,bcn3-5,-56
03,30000,bcn3-5,-59
03,30030,bcn3-5,-57
03,30060,bcn3-5,-61
03,30090,bcn3-5,-58
03,30120,bcn3-9,-76
03,30150,bcn3-5,-64
03,30180,bcn3-2,-77
03,30210,bcn3-3,-74
03,30240,bcn3-5,-69
03,30270,bcn3-5,-66
03,30300,bcn3-5,-69
03,30330,bcn3-2,-78
03,30360,bcn3-5,-69
03,30390,bcn3-5,-64
03,30420,bcn3-5,-64
03,30450,bcn3-5,-55
03,30480,bcn3-5,-61
03,30510,bcn3-4,-73
03,30540,bcn3-4,-68
03,30570,bcn3-4,-67
03,30600,bcn3-4,-66
03,30630,bcn3-3,-70
03,30660,bcn3-4,-68
03,30690,bcn3-2,-63
